iter	RMSE
503	0.8345895752
504	0.8341343834
505	0.8336968434
506	0.8332004532
507	0.8328039664
508	0.8324538612
509	0.8321259792
510	0.8317356082
511	0.8314561489
512	0.8309401505
513	0.8306848091
514	0.830118395
515	0.8297161506
516	0.8294222627
517	0.8291616599
518	0.8289067246
519	0.828635165
520	0.8283451329
521	0.8280470998
522	0.8276762336
523	0.8272603311
524	0.8270113352
525	0.8267429652
526	0.826464229
527	0.8260629583
528	0.8257548753
529	0.8254601869
530	0.8251937506
531	0.8248632014
532	0.8245528308
533	0.8242485233
534	0.8239134239
535	0.8235801625
536	0.8231449
537	0.8228059761
538	0.8225314382
539	0.8222790962
540	0.8218806226
541	0.8213825101
542	0.8208905871
543	0.820687404
544	0.820315623
545	0.8199711084
546	0.8197358233
547	0.8193390315
548	0.8190352741
549	0.8185723895
550	0.8182238201
551	0.8178937074
552	0.817610559
553	0.8173312645
554	0.817035154
555	0.8166628792
556	0.8164312022
557	0.8159822
558	0.8156381975
559	0.815327205
560	0.815008893
561	0.8146977161
562	0.814385008
563	0.8140751614
564	0.8137707898
565	0.8135028297
566	0.8132295291
567	0.8127771698
568	0.8123327605
569	0.8120341146
570	0.8116326146
571	0.8113290278
572	0.8110998098
573	0.8108903565
574	0.8104629767
575	0.8100995568
576	0.8096717883
577	0.8092162857
578	0.8088220116
579	0.8085422755
580	0.8080969954
581	0.8079147605
582	0.8074952799
583	0.8073183164
584	0.806956763
585	0.8066679128
586	0.806419472
587	0.8060668029
588	0.8056443739
589	0.8053007832
590	0.8050603276
591	0.8047918198
592	0.8044741626
593	0.804174259
594	0.8038985152
595	0.8036742692
596	0.8033390578
597	0.8030673253
598	0.8027696613
599	0.8024820891
600	0.8022334823
601	0.8018913267
602	0.8015035886
603	0.8011464725
604	0.800766292
605	0.8005518255
606	0.8001808789
607	0.7999186962
608	0.7996827895
609	0.7992988269
610	0.7991308337
611	0.7988764707
612	0.7986256325
613	0.7982365898
614	0.7978312427
615	0.7974947645
616	0.7972926111
617	0.7971126379
618	0.7967152411
619	0.7963161665
620	0.796050682
621	0.7957545187
622	0.7955248762
623	0.7950852543
624	0.7948167381
625	0.794469772
626	0.7941721302
627	0.7939869199
628	0.7937698134
629	0.7934664573
630	0.7931225489
631	0.7926258791
632	0.7923243889
633	0.7920308094
634	0.7916061835
635	0.7913318778
636	0.791043455
637	0.7908100167
638	0.7906031485
639	0.7903223884
640	0.7900952245
641	0.7898607869
642	0.7894132061
643	0.7889875833
644	0.7886871335
645	0.788326382
646	0.7878953902
647	0.7876600185
648	0.7874764865
649	0.78717636
650	0.7868668141
651	0.7866821634
652	0.7862639215
653	0.785979994
654	0.7857611639
655	0.7854523298
656	0.785155006
657	0.7847229626
658	0.7844604163
659	0.7842157884
660	0.7838271771
661	0.7835553802
662	0.7833596382
663	0.783129646
664	0.7827370755
665	0.7825454039
666	0.7823575631
667	0.7820600555
668	0.7818007096
669	0.7815007864
670	0.7811734887
671	0.7806612368
672	0.7802934563
673	0.7799685457
674	0.7795494414
675	0.7793030724
676	0.7788720442
677	0.7786723634
678	0.7782929013
679	0.778112607
680	0.7777902227
681	0.7774925973
682	0.7772221585
683	0.7769947242
684	0.7766035576
685	0.7763671135
686	0.7760146402
687	0.7757607796
688	0.7755062631
689	0.7752606866
690	0.7749077026
691	0.7745000903
692	0.7742238771
693	0.7739556246
694	0.7737680696
695	0.7734046864
696	0.7730943967
697	0.7728408901
698	0.772669282
699	0.7724128348
700	0.7721659074
701	0.7719483858
702	0.7717245733
703	0.7714442749
704	0.7711312671
705	0.7707944857
706	0.7706097118
707	0.7704282804
708	0.7701008232
709	0.7696697902
710	0.7693036814
711	0.7689382877
712	0.7686397161
713	0.7683561532
714	0.7679902875
715	0.7676668222
716	0.7672979072
717	0.7670416634
718	0.7666109314
719	0.7663313388
720	0.7658668984
721	0.7655024038
722	0.7651380342
723	0.7649014793
724	0.7646128125
725	0.7642456364
726	0.7639899563
727	0.7636647521
728	0.7631653722
729	0.7629033595
730	0.7626234541
731	0.7624404896
732	0.7620834257
733	0.7617529201
734	0.7616067874
735	0.7614304521
736	0.7611135471
737	0.7608714199
738	0.7606198092
739	0.7602295152
740	0.7599725097
741	0.7596781936
742	0.7595242388
743	0.7591525388
744	0.7588059183
745	0.7585977941
746	0.7583961691
747	0.7581512284
748	0.7579120656
749	0.7574246819
750	0.7571448236
751	0.7568026749
752	0.7566339035
753	0.7562799867
754	0.7559815491
755	0.7556476398
756	0.7554514239
757	0.7551238539
758	0.7548106999
759	0.754548763
760	0.7542944851
761	0.7540245097
762	0.7537697089
763	0.7535019032
764	0.7532090515
765	0.7528416534
766	0.7525853864
767	0.752400904
768	0.7521230329
769	0.7519722243
770	0.7516587017
771	0.751484224
772	0.7512763837
773	0.7508645321
774	0.750464312
775	0.750204197
776	0.7499705405
777	0.7495781561
778	0.7492852291
779	0.7489489195
780	0.748716723
781	0.7484866096
782	0.7482336384
783	0.7479165841
784	0.7476807647
785	0.7474413213
786	0.747102159
787	0.7467783758
788	0.7465215023
789	0.7460993046
790	0.7458089029
791	0.7456475386
792	0.745311674
793	0.7447868996
794	0.7443367415
795	0.7440568029
796	0.7435530426
797	0.7433073722
798	0.7430007037
799	0.7425344746
800	0.742095296
801	0.7418539897
802	0.741479107
803	0.7411314311
804	0.7408426306
805	0.7405716959
806	0.7404228773
807	0.7402463279
808	0.7400047863
809	0.7396877622
810	0.7394348184
811	0.7391208557
812	0.7388777858
813	0.7383869535
814	0.7381136549
815	0.7378810252
816	0.7375337883
817	0.7372332474
818	0.7369531826
819	0.7367628763
820	0.7363202601
821	0.7360833032
822	0.7358405757
823	0.7355983983
824	0.7354211694
825	0.7350489715
826	0.7347021709
827	0.7345176317
828	0.7343003338
829	0.7340822767
830	0.7338032527
831	0.7334838653
832	0.7331740685
833	0.7329864295
834	0.732854661
835	0.7326879376
836	0.7325175566
837	0.7323160336
838	0.732022939
839	0.7317952373
840	0.7313895977
841	0.731178109
842	0.7308219306
843	0.7305746784
844	0.7302369993
845	0.7299899371
846	0.729799876
847	0.7294534045
848	0.7291751473
849	0.7288217055
850	0.7284733105
851	0.728306336
852	0.7279395736
853	0.7276054189
854	0.7274067333
855	0.7272225175
856	0.7270619744
857	0.7268740823
858	0.7265283066
859	0.7262280894
860	0.7260332208
861	0.7257110119
862	0.7254894068
863	0.7250989411
864	0.7246488343
865	0.7244365755
866	0.7241920802
867	0.7239609013
868	0.7237915019
869	0.7234358379
870	0.7230815494
871	0.7228027515
872	0.7224949924
873	0.7222016482
874	0.7216849427
875	0.7212926923
876	0.7209273874
877	0.720717569
878	0.7205000973
879	0.7202670222
880	0.7200043735
881	0.7198167257
882	0.7195963928
883	0.7193264559
884	0.7191340848
885	0.7188967452
886	0.7185213353
887	0.7181841131
888	0.717860345
889	0.7176785545
890	0.7173497002
891	0.7170624455
892	0.7169080012
893	0.716549217
894	0.7163631334
895	0.7161312482
896	0.7158630049
897	0.7156490722
898	0.7152568775
899	0.7150923037
900	0.7149083933
901	0.7146444615
902	0.7144434828
903	0.7142572439
904	0.713904282
905	0.713661845
906	0.7134038453
907	0.7131124826
908	0.7126897788
909	0.7123892117
910	0.7121458757
911	0.71188671
912	0.7116804734
913	0.7114982336
914	0.711351208
915	0.7110466527
916	0.7107106515
917	0.710351128
918	0.7101068567
919	0.7097992943
920	0.7095848095
921	0.7094141855
922	0.7091663773
923	0.7089526993
924	0.7087737873
925	0.7083888675
926	0.7081509284
927	0.7078473858
928	0.7075692457
929	0.7073926596
930	0.7071671297
931	0.706918097
932	0.706747854
933	0.7066093812
934	0.7063033343
935	0.7059833503
936	0.7057685006
937	0.7055845888
938	0.7052121782
939	0.7049410283
940	0.7047022227
941	0.7043581541
942	0.7041579459
943	0.7037929413
944	0.7035422783
945	0.7031619014
946	0.7028943402
947	0.7025183323
948	0.7021816671
949	0.7018224205
950	0.7015604497
951	0.7012964384
952	0.7011333956
953	0.700880087
954	0.7005919306
955	0.7003373281
956	0.7001449721
957	0.6998647521
958	0.6995532009
959	0.6992672157
960	0.6989834767
961	0.6987308332
962	0.6984601379
963	0.6981852022
964	0.6979683426
965	0.6977400992
966	0.69735654
967	0.6970512457
968	0.6968579338
969	0.6965642741
970	0.6964038866
971	0.6962264229
972	0.6960153226
973	0.6957485566
974	0.6955032935
975	0.6951486838
976	0.6949299469
977	0.6946695645
978	0.6944054137
979	0.6941988384
980	0.6939733865
981	0.693698425
982	0.69340711
983	0.6931143777
984	0.6928768671
985	0.6926529431
986	0.6922215616
987	0.6920349768
988	0.6918327279
989	0.6915660108
990	0.6913530566
991	0.6910949384
992	0.6908351023
993	0.6904784132
994	0.690252246
995	0.6900721991
996	0.6899417484
997	0.6896970037
998	0.6895693483
999	0.6894019935
